#NGB ID	Accession ID	CNSA ID	Homogeneity	Seed color	Seedling size	Seedling cotyledon shape	Seedling cotyledon color	Seedling anthocyanin presence	Leaf shape cultivated material	Leaf shape wild material	Leaf thickness	Leaf blistering	Leaf margin undulation	Leaf venation	Leaf division	Leaf tip shape	Leaf color	Leaf color intensity	Leaf anthocyanin content	Leaf anthocyanin distribution	Leaf anthocyanin pattern	Leaf vein prickles presence	Leaf vein prickles extent	Incision of rosette leaves	Incision of cauline leaves	Side shoot formation tendency	Tipburn sensitivity	Plant diameter	Head shape	Head leafs overlap	Head height	Heart formation	Stem anthocyanin presence	Stem anthocyanin content	Stem prickles presence	Stem prickles extent	Flower color	Flower anthocyanin presence	Flowering time (day)	Sclerotinia sclerotiorum	Macros. euphorbiae field resistance	Macros. euphorbiae greenhouse test	Uroleucon sonchi	Pemphigus bursarius	Nasonovia ribisnigri nr:0 labtest	Tomato spotted wilt virus	Erysiphe cichoracearum	Bremia lactucae race 1	Bremia lactucae race 2	Bremia lactucae race 3	Bremia lactucae race 4	Bremia lactucae race 5	Bremia lactucae race 6	Bremia lactucae race 7	Bremia lactucae race 10	Bremia lactucae race 11	Bremia lactucae race 12	Bremia lactucae race 13	Bremia lactucae race 14	Bremia lactucae race 15	Bremia lactucae race 16	Bremia lactucae race 17	Bremia lactucae race 18	Bremia lactucae race 19	Bremia lactucae race 20	Bremia lactucae race 21	Bremia lactucae race 22	Bremia lactucae race 23	Bremia lactucae race 24	Bremia lactucae race 25	Bremia lactucae race 26	Bremia lactucae race 27	Bremia lactucae race 28	Bremia lactucae race 29	Bremia lactucae race 30	Bremia lactucae race 31	Bremia lactucae race s1	Bremia lactucae race sf1	Bremia lactucae race Cs9	Bremia lactucae race IL4	Bremia lactucae race tV	Bremia lactucae race CsK 12/81	Bremia lactucae race CsK 26/81	Bremia lactucae race CsK 27/81	Bremia lactucae race CsK 1/82	Bremia lactucae race CsK 2/82	Bremia lactucae race CsK 3/82	Bremia lactucae race CsK 4/82	Bremia lactucae race usA 92O47 	Bremia lactucae race usA 92D53-10	Bremia lactucae race usA 93D11	Bremia lactucae race usA 93D12	Bremia lactucae race usA 93D13	Bremia lactucae race usA 93D14	Bremia lactucae race Deu fs1	Bremia lactucae race Deu sR2	Bremia lactucae race Deu sAW1	Bremia lactucae race Deu DeG2	Bremia lactucae race field resistance	Bremia lactucae race 29/31/As-11	Bremia lactucae race 27/29/31
NGBLS00097	TKI-105	CNS0047815	homogeneous	white	--	narrow elliptic	--	absent	elliptic	--	--	low	low	not flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	high	elliptic	complete overlap	intermediate	intermediate	--	--	--	--	--	absent	115	--	--	--	--	--	--	4	--	9	9	9	5	9	9	9	7	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00098	TKI-106	CNS0047634	homogeneous	white	--	narrow elliptic	medium green	absent	--	--	--	intermediate	low	not flabellate	0	--	green	--	very low	--	--	--	--	--	--	low	--	high	elliptic	complete overlap	intermediate	low	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	8	9	8	8	9	9	8	7	9	9	9	9	8	9	8	9	9	9	9	9	7	9	--	--	--	--	--	--	9	9	8	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00099	TKI-107	CNS0047792	homogeneous	white	--	narrow elliptic	medium green	absent	--	--	--	high	low	not flabellate	0	--	green	--	very low	--	--	--	--	--	--	low	--	high	elliptic	complete overlap	intermediate	low	--	--	--	--	--	absent	--	--	5	--	--	--	--	2	--	1	9	9	9	1	9	1	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00100	TKI-108	CNS0047708	homogeneous	white	--	narrow elliptic	medium green	--	elliptic	--	high	low	low	not flabellate	0	--	green	intermediate	low	--	--	--	--	--	--	low	low	high	elliptic	complete overlap	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	4	--	--	--	9	9	1	9	7	9	9	9	--	9	9	9	9	9	1	9	--	9	9	9	9	9	9	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00101	TKI-109	CNS0047860	homogeneous	black	--	broad elliptic to circular	medium green	absent	elliptic	--	--	intermediate	low	not flabellate	1/3	--	--	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	very high	high	no head	half overlap (leafs touching on top)	high	very low	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	9	8	7	--	3	9	7	7	9	8	9	1	1	9	1	1	1	1	9	5	3	--	--	--	--	--	--	--	9	7	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00102	TKI-110	CNS0047727	homogeneous	white	--	--	--	--	elliptic	--	--	low	low	not flabellate	0	--	green	intermediate	--	--	spotted	--	--	--	--	very low	low	intermediate	elliptic	half overlap (leafs touching on top)	intermediate	intermediate	--	--	--	--	yellow	present	--	--	--	--	--	--	--	4	--	9	7	9	5	5	9	9	9	7	8	9	9	9	8	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	9	9	9	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00103	TKI-111	CNS0047810	homogeneous	black	--	narrow elliptic	--	present	elliptic	--	--	intermediate	low	not flabellate	0	--	green	light	low	localised	diffused	--	--	--	--	very low	intermediate	high	elliptic	complete overlap	intermediate	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00104	TKI-112	CNS0047800	homogeneous	white	--	narrow elliptic	medium green	absent	elliptic	--	high	low	low	not flabellate	0	--	green	dark	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	intermediate	elliptic	complete overlap	intermediate	intermediate	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00105	TKI-113	CNS0047581	homogeneous	white	--	narrow elliptic	--	absent	elliptic	--	--	intermediate	low	not flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	low	low	intermediate	elliptic	complete overlap	intermediate	low	--	--	--	--	yellow	absent	--	--	--	--	--	--	--	--	--	1	1	1	--	1	3	1	1	--	9	6	7	9	9	2	9	--	9	9	9	9	8	--	--	--	--	--	--	--	1	1	9	--	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00106	TKI-114	CNS0047671	homogeneous	black	--	narrow elliptic	--	absent	elliptic	--	--	high	low	not flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	elliptic	complete overlap	intermediate	intermediate	--	--	--	--	--	absent	--	9	--	--	--	--	--	1	8	1	9	--	7	1	9	1	9	9	7	9	9	9	7	9	9	9	9	9	9	8	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00107	TKI-115	CNS0047741	homogeneous	white	--	broad elliptic to circular	--	present	elliptic	--	--	low	low	not flabellate	0	--	red	intermediate	intermediate	uniform	diffused	--	--	--	--	low	low	intermediate	elliptic	complete overlap	intermediate	intermediate	--	--	--	--	yellow	present	--	--	--	--	--	--	--	--	--	9	9	9	--	7	8	9	9	--	9	9	9	9	9	9	8	--	9	9	7	9	--	9	--	--	--	--	--	--	9	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00108	TKI-116	CNS0047682	homogeneous	white	--	narrow elliptic	--	absent	broad elliptic	--	--	high	low	not flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	intermediate	elliptic	complete overlap	high	low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00109	TKI-117	CNS0047603	homogeneous	white	--	narrow elliptic	--	absent	broad elliptic	--	--	high	low	not flabellate	1/3	--	green	dark	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	elliptic	complete overlap	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00110	TKI-118	CNS0047950	homogeneous	white	--	broad elliptic to circular	--	absent	obovate	--	--	intermediate	high	not flabellate	2/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	intermediate	low	high	no head	no overlap	intermediate	very low	--	very low	--	--	yellow	absent	--	--	--	--	--	--	--	--	--	8	9	9	9	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	7	9	--	--	--	--	--	--	--	5	9	9	--	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00111	TKI-119	CNS0047593	homogeneous	black	--	broad elliptic to circular	--	absent	obovate	--	--	very high	very high	--	1/3	--	yellow	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	--	low	intermediate	no head	no overlap	intermediate	very low	--	--	--	--	yellow	absent	102	--	--	--	--	--	--	2	--	8	9	9	7	7	9	9	5	9	9	9	9	9	7	9	9	9	4	9	9	8	9	--	--	--	--	--	--	--	5	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00112	TKI-120	CNS0047915	homogeneous	white	large	narrow elliptic	medium green	absent	obovate	--	--	high	high	flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	low	--	high	broad elliptic	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	--	9	9	9	6	9	9	9	9	9	7	9	8	7	9	7	9	9	9	9	9	8	--	--	--	--	--	--	--	9	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00113	TKI-121	CNS0047571	homogeneous	black	--	broad elliptic to circular	light green	absent	transverse broad elliptic	--	--	intermediate	high	not flabellate	2/3	--	yellow	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	high	no head	no overlap	intermediate	very low	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00114	TKI-122	CNS0047693	homogeneous	white	--	broad elliptic to circular	--	present	transverse broad elliptic	--	--	very high	intermediate	--	1/3	--	red	light	intermediate	uniform	diffused	--	--	--	--	very low	very low	high	elliptic	--	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	5	5	9	8	5	9	9	7	9	9	7	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00115	TKI-123	CNS0047912	homogeneous	black	--	broad elliptic to circular	medium green	absent	triangular	--	--	intermediate	low	not flabellate	1	--	green	dark	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	--	high	no head	no overlap	intermediate	very low	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	8	--	8	6	9	9	8	9	9	8	9	7	8	9	8	9	8	9	9	9	9	--	--	--	--	--	--	--	8	9	6	8	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00116	TKI-124	CNS0047899	homogeneous	white	--	broad elliptic to circular	--	--	transverse broad elliptic	--	--	very high	high	flabellate	1/3	--	yellow	intermediate	low	localised	diffused	--	--	--	--	low	very low	high	--	no overlap	intermediate	low	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00117	TKI-125	CNS0047935	homogeneous	black	--	broad elliptic to circular	--	present	broad elliptic	--	--	intermediate	low	not flabellate	2/3	--	red	intermediate	high	uniform	diffused	--	--	--	--	very low	very low	high	--	no overlap	high	low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	1	9	7	7	9	8	--	7	9	5	9	9	7	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	7	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00118	TKI-126	CNS0047943	homogeneous	black	--	--	--	absent	transverse broad elliptic	--	--	high	high	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	--	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	5	7	9	7	1	9	8	9	9	9	7	9	9	9	9	9	9	8	8	--	--	--	--	--	--	--	9	9	9	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00119	TKI-127	CNS0047683	homogeneous	white	--	broad elliptic to circular	--	absent	elliptic	--	--	high	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	high	very low	intermediate	--	no overlap	--	very low	--	--	--	--	yellow	absent	--	9	--	--	--	--	--	--	--	7	8	9	9	8	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	9	9	8	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00120	TKI-128	CNS0047601	homogeneous	black	--	broad elliptic to circular	--	--	narrow elliptic	--	--	high	low	not flabellate	1/3	--	red	dark	high	uniform	diffused	--	--	--	--	intermediate	very low	high	--	no overlap	intermediate	very low	--	--	--	--	yellow	present	--	--	--	--	--	3	--	--	--	9	9	9	9	1	9	9	9	--	9	9	9	9	9	9	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	7	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00121	TKI-129	CNS0047624	homogeneous	black	--	broad elliptic to circular	--	absent	obovate	--	--	high	low	--	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	high	intermediate	intermediate	no head	half overlap (leafs touching on top)	intermediate	very low	--	--	--	--	yellow	absent	115	--	--	--	--	--	--	1	--	--	9	--	7	9	9	9	1	9	9	9	9	9	9	9	9	9	8	9	9	7	9	--	--	--	--	--	--	--	9	9	5	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00122	TKI-130	CNS0047903	homogeneous	white	--	--	--	present	circular	--	--	very high	intermediate	not flabellate	0	--	red	very dark	very high	uniform	diffused	--	--	--	--	very low	very low	high	elliptic	no overlap	intermediate	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--	--	9	9	9	9	9	9	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00123	TKI-131	CNS0047529	homogeneous	black	--	broad elliptic to circular	--	present	broad elliptic	--	--	high	high	flabellate	1/3	--	red	light	intermediate	uniform	diffused	--	very low	--	--	low	low	intermediate	no head	no overlap	intermediate	very low	--	--	--	very low	yellow	present	--	--	--	--	--	--	--	--	--	9	9	7	9	7	9	9	9	9	9	9	9	9	--	8	9	9	8	9	9	9	8	--	--	--	--	--	--	--	9	9	6	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00124	TKI-132	CNS0047668	homogeneous	black	--	--	--	present	--	--	--	high	very high	--	1/3	--	red	dark	high	uniform	diffused	--	--	--	--	very low	very low	intermediate	--	no overlap	low	very low	--	--	--	--	yellow	present	--	--	--	--	--	--	--	--	--	--	7	--	9	9	9	9	1	9	9	9	9	9	7	9	9	9	9	9	9	8	9	--	--	--	--	--	--	--	9	9	9	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00125	TKI-134	CNS0047904	homogeneous	white	--	broad elliptic to circular	--	present	circular	--	--	high	very high	flabellate	1/3	--	red	dark	high	uniform	diffused	--	--	--	--	very low	very low	intermediate	broad elliptic	half overlap (leafs touching on top)	intermediate	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00126	TKI-135	CNS0047547	homogeneous	black	--	broad elliptic to circular	--	absent	transverse elliptic	--	--	intermediate	high	flabellate	1	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	very low	low	no head	no overlap	low	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00127	TKI-136	CNS0047542	homogeneous	black	--	broad elliptic to circular	--	absent	--	--	--	high	low	not flabellate	1/3	--	green	dark	very low	--	--	--	--	--	--	--	--	high	--	no overlap	intermediate	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8	8	9	9	8	9	9	9	9	9	9	8	9	8	--	9	9	9	9	9	9	8	--	--	--	--	--	--	--	9	9	6	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00128	TKI-137	CNS0047849	homogeneous	black	--	broad elliptic to circular	grey green	absent	narrow elliptic	--	--	high	low	not flabellate	0	--	gray	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	very high	no head	no overlap	high	very low	--	--	--	--	--	absent	--	7	--	--	--	--	--	--	--	--	9	9	9	5	9	9	5	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00129	TKI-138	CNS0047667	homogeneous	white	--	broad elliptic to circular	medium green	present	--	--	--	very high	low	not flabellate	1/3	--	red	intermediate	high	uniform	diffused	--	--	--	--	very low	--	high	--	no overlap	intermediate	very low	--	--	--	--	--	present	--	--	--	--	--	5	--	--	--	9	9	9	9	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00130	TKI-139	CNS0047538	homogeneous	black	--	--	--	--	--	oval	--	--	--	--	1/3	medium round	--	--	low	localised	diffused	absent	very low	--	not incised	--	--	--	--	--	--	--	present	--	absent	very low	yellow	present	87	9	--	--	--	--	--	--	8	5	8	9	7	--	5	6	8	7	9	5	5	--	9	4	7	9	8	7	9	8	9	9	--	9	--	--	--	--	5	5	--	6	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00131	TKI-140	CNS0047525	--	black	intermediate	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	very low	--	not incised	--	--	--	--	--	--	--	--	--	--	very low	--	present	--	--	--	--	--	5	--	4	--	9	9	9	9	5	9	9	9	--	9	9	9	9	9	9	9	--	9	9	9	9	9	9	9	9	9	9	9	9	9	8	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00132	TKI-141	CNS0047805	--	black	--	narrow elliptic	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	very low	--	not incised	--	--	--	--	--	--	--	--	--	--	very low	--	present	--	--	--	--	--	5	--	--	--	5	9	9	--	7	5	8	9	9	9	9	9	--	9	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	5	8	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00133	TKI-142	CNS0047901	--	black	intermediate	--	medium green	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	5	--	4	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	8	8	8	--	5	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00134	TKI-143	CNS0047680	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	8	8	9	9	8	8	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00135	TKI-144	CNS0047826	homogeneous	black	--	narrow elliptic	--	present	--	oval	--	--	--	--	0	pointed	--	--	very low	--	--	--	very low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	108	--	--	--	--	--	--	4	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00136	TKI-145	CNS0047745	homogeneous	black	intermediate	broad elliptic to circular	dark green	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	yellow	absent	108	--	--	--	--	--	9	--	--	9	9	9	9	9	9	9	7	--	9	7	9	9	9	8	9	--	9	9	8	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00137	TKI-146	CNS0047643	--	black	intermediate	broad elliptic to circular	dark green	present	--	oval	--	--	--	--	1/2	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	--	--	--	--	--	--	--	9	--	--	1	1	1	1	--	1	1	1	1	1	1	1	2	2	1	1	--	1	1	1	1	1	1	1	--	--	5	5	2	--	--	--	--	--	--	7	9	1	7	7	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00138	TKI-147	CNS0047937	homogeneous	black	--	broad elliptic to circular	--	present	--	obovate	--	--	--	--	0	medium round	--	--	--	--	--	--	very low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	115	--	--	--	--	--	9	--	--	9	9	1	9	1	8	9	5	--	1	1	8	8	9	2	6	--	9	9	9	9	9	--	8	9	9	9	7	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00139	TKI-148	CNS0047551	--	black	intermediate	broad elliptic to circular	dark green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	4	8	9	--	9	--	--	--	--	--	--	9	--	--	9	9	--	--	--	--	--	--	--	--	3	--	9	9	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00140	TKI-149	CNS0047605	homogeneous	black	large	broad elliptic to circular	dark green	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	yellow	absent	111	--	--	--	--	--	9	--	--	9	9	9	9	9	9	9	9	--	9	9	9	9	9	9	9	--	9	8	9	9	9	9	8	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00141	TKI-150	CNS0047552	--	black	intermediate	broad elliptic to circular	dark green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	1	1	9	3	9	1	1	7	9	9	1	3	1	1	--	--	--	--	--	--	--	--	1	1	9	1	9	9	1	--	--	--	--	--	--	9	9	1	--	--	1	--	--	--	--	--	--	2	9	9	1	--	--	--
NGBLS00142	TKI-151	CNS0047663	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--	9	9	9	9	9	6	9	--	--	9	7	8	7	8	--	9	--	9	8	8	9	9	8	8	9	9	9	8	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00143	TKI-152	CNS0047585	--	black	intermediate	broad elliptic to circular	dark green	present	--	obovate	--	--	--	--	0	--	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	low	yellow	present	--	--	--	--	--	--	9	--	--	8	--	9	7	6	5	7	--	9	8	6	8	8	9	9	7	7	7	9	9	9	9	9	9	9	9	9	9	7	8	9	--	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00144	TKI-153	CNS0047697	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8	8	9	7	7	--	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00145	TKI-154	CNS0047751	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4	--	7	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	7	7	5	--	5	7	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00146	TKI-155	CNS0047543	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	5	8	5	9	7	7	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3
