#NGB ID	Accession ID	CNSA ID	Homogeneity	Seed color	Seedling size	Seedling cotyledon shape	Seedling cotyledon color	Seedling anthocyanin presence	Leaf shape cultivated material	Leaf shape wild material	Leaf thickness	Leaf blistering	Leaf margin undulation	Leaf venation	Leaf division	Leaf tip shape	Leaf color	Leaf color intensity	Leaf anthocyanin content	Leaf anthocyanin distribution	Leaf anthocyanin pattern	Leaf vein prickles presence	Leaf vein prickles extent	Incision of rosette leaves	Incision of cauline leaves	Side shoot formation tendency	Tipburn sensitivity	Plant diameter	Head shape	Head leafs overlap	Head height	Heart formation	Stem anthocyanin presence	Stem anthocyanin content	Stem prickles presence	Stem prickles extent	Flower color	Flower anthocyanin presence	Flowering time (day)	Sclerotinia sclerotiorum	Macros. euphorbiae field resistance	Macros. euphorbiae greenhouse test	Uroleucon sonchi	Pemphigus bursarius	Nasonovia ribisnigri nr:0 labtest	Tomato spotted wilt virus	Erysiphe cichoracearum	Bremia lactucae race 1	Bremia lactucae race 2	Bremia lactucae race 3	Bremia lactucae race 4	Bremia lactucae race 5	Bremia lactucae race 6	Bremia lactucae race 7	Bremia lactucae race 10	Bremia lactucae race 11	Bremia lactucae race 12	Bremia lactucae race 13	Bremia lactucae race 14	Bremia lactucae race 15	Bremia lactucae race 16	Bremia lactucae race 17	Bremia lactucae race 18	Bremia lactucae race 19	Bremia lactucae race 20	Bremia lactucae race 21	Bremia lactucae race 22	Bremia lactucae race 23	Bremia lactucae race 24	Bremia lactucae race 25	Bremia lactucae race 26	Bremia lactucae race 27	Bremia lactucae race 28	Bremia lactucae race 29	Bremia lactucae race 30	Bremia lactucae race 31	Bremia lactucae race s1	Bremia lactucae race sf1	Bremia lactucae race Cs9	Bremia lactucae race IL4	Bremia lactucae race tV	Bremia lactucae race CsK 12/81	Bremia lactucae race CsK 26/81	Bremia lactucae race CsK 27/81	Bremia lactucae race CsK 1/82	Bremia lactucae race CsK 2/82	Bremia lactucae race CsK 3/82	Bremia lactucae race CsK 4/82	Bremia lactucae race usA 92O47 	Bremia lactucae race usA 92D53-10	Bremia lactucae race usA 93D11	Bremia lactucae race usA 93D12	Bremia lactucae race usA 93D13	Bremia lactucae race usA 93D14	Bremia lactucae race Deu fs1	Bremia lactucae race Deu sR2	Bremia lactucae race Deu sAW1	Bremia lactucae race Deu DeG2	Bremia lactucae race field resistance	Bremia lactucae race 29/31/As-11	Bremia lactucae race 27/29/31
NGBLS00351	TKI-362	CNS0047510	--	black	--	narrow elliptic	medium green	present	--	oval	--	--	--	--	1	pointed	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	present	--	--	--	--	--	--	--	--	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	3	1	1	1	1	3	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00352	TKI-363	CNS0047597	--	black	intermediate	--	--	present	--	linear	--	--	--	--	1	pointed	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	present	--	--	--	--	--	--	--	--	0	1	1	1	1	1	1	1	3	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	3	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00353	TKI-364	CNS0047596	--	black	--	narrow elliptic	medium green	present	--	oval	--	--	--	--	1	pointed	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	present	--	--	--	--	--	--	8	--	--	1	1	1	2	2	2	1	--	2	2	2	2	2	1	3	1	2	2	1	2	2	3	--	--	--	--	--	--	--	1	1	1	1	1	1	3	3	1	3	3	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00354	TKI-365	CNS0047631	--	black	--	narrow elliptic	medium green	present	--	linear	--	--	--	--	1/3	pointed	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	present	--	--	--	--	--	--	--	--	8	1	1	5	1	3	3	1	1	1	1	1	3	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	--	1	--
NGBLS00355	TKI-366	CNS0047676	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	1	very pointed	--	--	very low	--	--	present	low	--	--	--	--	--	--	--	--	--	present	intermediate	absent	very low	yellow	present	--	9	--	--	--	--	7	1	0	1	1	1	1	1	2	1	--	1	1	1	1	1	1	1	1	1	1	1	1	2	1	--	--	--	--	--	--	--	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00356	TKI-367	CNS0047515	--	black	--	--	--	--	--	obovate	--	--	--	--	2/3	pointed	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	--	--	--	--	--	--	--	--	4	5	1	1	1	1	1	3	1	1	1	1	1	1	3	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	3	1	3	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00357	TKI-368	CNS0047548	--	black	--	--	--	--	--	--	--	--	--	--	1	pointed	--	--	low	localised	diffused	present	low	--	--	--	--	--	--	--	--	--	present	low	absent	very low	yellow	present	--	--	--	--	--	--	9	3	0	1	1	1	1	1	1	1	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00358	TKI-369	CNS0047711	--	black	--	--	--	--	--	linear	--	--	--	--	2/3	pointed	--	--	low	localised	diffused	present	low	--	--	--	--	--	--	--	--	--	present	low	absent	very low	--	present	--	--	--	--	--	--	--	4	5	1	1	1	1	1	3	3	1	1	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00359	TKI-370	CNS0047564	--	black	--	narrow elliptic	medium green	present	--	obovate	--	--	--	--	2/3	pointed	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	present	--	--	--	--	--	--	--	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	3	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00360	TKI-371	CNS0047766	--	black	intermediate	--	--	present	--	obovate	--	--	--	--	2/3	pointed	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	--	8	1	0	1	1	1	1	3	3	1	--	2	2	--	1	5	2	3	9	6	--	1	1	3	2	--	--	--	--	--	--	--	5	1	1	1	1	--	3	1	1	3	3	3	1	1	1	1	1	1	1	1	1	3	--	1	--
NGBLS00361	TKI-372	CNS0047760	--	black	--	narrow elliptic	medium green	present	--	oval	--	--	--	--	1	pointed	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	--	--	4	4	1	1	1	1	1	3	1	1	1	1	3	1	3	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00362	TKI-373	CNS0047600	--	black	--	--	--	present	--	linear	--	--	--	--	1	very pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	low	yellow	present	--	--	--	--	--	--	--	4	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00363	TKI-374	CNS0047747	--	black	--	narrow elliptic	--	present	--	oval	--	--	--	--	1	pointed	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	yellow	present	--	--	--	--	--	--	5	1	--	1	1	1	3	1	1	3	3	3	1	3	2	3	2	2	3	5	3	3	1	1	1	--	--	--	--	--	--	--	2	2	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	--	1	--
NGBLS00364	TKI-375	CNS0047672	--	black	--	narrow elliptic	--	present	--	linear	--	--	--	--	0	very pointed	--	--	very low	--	--	absent	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	yellow	present	--	--	--	--	--	--	--	4	--	--	--	--	--	1	1	--	--	--	--	--	--	--	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00365	TKI-376	CNS0047576	--	black	--	narrow elliptic	--	present	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	7	2	--	2	--	1	1	2	2	2	1	2	1	--	1	--	3	2	9	5	4	4	2	9	--	--	--	--	--	--	--	--	5	3	3	1	1	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	--	1	--
NGBLS00366	TKI-377	CNS0047874	--	black	--	narrow elliptic	--	present	--	linear	--	--	--	--	--	very pointed	--	--	very low	--	--	present	low	--	--	--	--	--	--	--	--	--	present	low	present	very low	yellow	present	--	--	--	--	--	--	--	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00367	TKI-378	CNS0047857	--	black	--	narrow elliptic	--	present	--	linear	--	--	--	--	1	very pointed	--	--	very low	--	--	absent	very low	--	--	--	--	--	--	--	--	--	present	low	absent	very low	yellow	present	--	--	--	--	--	--	--	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00368	TKI-379	CNS0047907	--	black	--	narrow elliptic	--	present	--	linear	--	--	--	--	1/2	very pointed	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	3	--	2	1	3	2	3	3	3	3	1	2	--	4	--	1	1	4	7	3	5	2	3	2	--	--	--	--	--	--	--	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	2	--	1	--
NGBLS00369	TKI-380	CNS0047617	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	intermediate	--	very low	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00370	TKI-381	CNS0047793	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	intermediate	--	very low	yellow	present	--	--	--	--	--	--	8	1	--	1	2	--	1	1	1	1	9	1	1	3	1	5	1	1	1	1	2	3	1	1	1	--	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00371	TKI-382	CNS0047521	--	black	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	9	--	--	--	--	8	1	--	1	1	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	1	1	1	--	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00372	TKI-383	CNS0047652	--	black	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	intermediate	--	--	yellow	present	--	--	--	--	--	--	9	--	--	2	--	1	1	1	1	2	3	3	1	1	4	2	2	2	3	3	1	5	1	3	2	--	--	--	--	--	--	--	1	2	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00373	TKI-384	CNS0047913	--	black	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	intermediate	--	low	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00374	TKI-386	CNS0047864	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	--	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2	2	2	1	--	9	--
NGBLS00375	TKI-387	CNS0047522	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	intermediate	--	very low	yellow	present	--	--	--	--	--	--	9	--	--	4	1	1	--	1	3	3	2	2	3	2	3	1	1	4	1	5	1	1	2	1	1	--	--	--	--	--	--	--	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00376	TKI-388	CNS0047651	--	black	--	--	--	--	--	linear	--	--	--	--	2/3	very pointed	--	--	--	--	--	--	low	--	--	--	--	--	--	--	--	--	--	intermediate	--	very low	yellow	present	--	--	--	--	--	--	9	3	--	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	5	3	4	1	3	1	--	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00377	TKI-389	CNS0047833	--	black	--	--	--	--	--	oval	--	--	--	--	1	pointed	--	--	--	--	--	--	low	--	--	--	--	--	--	--	--	--	--	very low	--	very low	yellow	present	--	--	--	--	--	--	9	--	--	2	--	--	3	3	3	2	1	1	2	--	1	7	2	3	1	3	1	3	1	2	4	--	--	--	--	--	--	--	5	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00378	TKI-390	CNS0047587	--	black	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	--	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	8	--	--	3	1	1	3	1	1	3	1	3	2	2	2	3	3	3	3	5	--	--	1	1	2	--	--	--	--	--	--	--	2	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00379	TKI-391	CNS0047546	--	black	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	--	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	9	--	--	3	1	3	1	1	1	2	1	--	1	1	3	1	1	2	1	--	1	1	1	1	1	--	--	--	--	--	--	--	1	2	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00380	TKI-392	CNS0047649	--	black	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	--	--	--	--	high	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	9	--	--	2	1	1	1	1	1	2	1	--	2	2	--	1	3	--	1	--	1	1	1	--	3	--	--	--	--	--	--	--	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00381	TKI-393	CNS0047558	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	very low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	9	--	--	3	1	1	--	1	5	3	2	3	6	3	3	--	3	--	3	7	--	4	3	3	3	--	--	--	--	--	--	--	3	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00382	TKI-394	CNS0047768	homogeneous	black	--	broad elliptic to circular	--	--	--	linear	--	--	--	--	0	very pointed	--	--	very low	--	--	--	low	--	pinnatisect (>2/3)	--	--	--	--	--	--	--	--	low	--	low	yellow	present	115	--	--	--	--	--	9	--	--	5	6	8	8	--	5	7	9	7	7	9	7	8	9	7	5	7	9	9	9	9	7	--	--	--	--	--	--	--	8	7	--	8	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00383	TKI-395	CNS0047713	--	--	--	--	--	--	--	oval	--	--	--	--	1	pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	intermediate	--	very low	--	present	--	--	--	--	--	--	9	--	--	2	--	1	1	1	1	1	1	--	1	--	1	1	1	1	1	--	1	1	1	--	1	--	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00384	TKI-396	CNS0047847	--	--	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00385	TKI-397	CNS0047921	--	--	--	--	--	--	--	linear	--	--	--	--	0	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00386	TKI-398	CNS0047664	--	--	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	--	present	--	--	--	--	--	--	9	--	--	--	--	1	1	1	1	--	1	--	1	1	3	1	1	1	1	--	1	1	1	1	1	--	--	--	--	--	--	--	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00387	TKI-399	CNS0047718	--	--	--	--	--	--	--	linear	--	--	--	--	0	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00388	TKI-400	CNS0047830	--	--	--	--	--	--	--	linear	--	--	--	--	1	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00389	TKI-401	CNS0047859	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00390	TKI-402	CNS0047783	--	black	--	broad elliptic to circular	--	absent	--	spatulate	--	--	--	--	1/3	medium round	--	--	intermediate	localised	diffused and spotted	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	absent	--	--	--	--	--	--	--	4	1	9	--	9	--	--	--	--	--	--	7	--	--	5	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00391	TKI-403	CNS0047685	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	9	--	--	--	--	1	3	--	8	--	7	9	1	7	--	7	--	2	7	--	--	1	4	2	--	--	5	1	--	1	--	--	--	--	--	--	--	--	5	1	8	7	1	1	9	3	3	1	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00392	TKI-404	CNS0047910	--	black	--	--	dark green	absent	--	obovate	--	--	--	--	1/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	--	absent	--	9	--	1006	864	--	--	4	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	1	1	--	1	1	1	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00393	TKI-405	CNS0047933	--	black	--	--	--	--	--	oval	--	--	--	--	--	medium round	--	--	low	localised	diffused and spotted	present	low	--	--	--	--	--	--	--	--	--	present	low	present	low	yellow	present	--	--	--	--	--	3	9	--	--	--	3	--	6	2	3	2	4	1	5	5	3	3	--	3	3	5	--	8	3	7	--	1	--	--	--	--	--	--	2	4	6	3	1	1	1	1	1	1	1	3	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00394	TKI-406	CNS0047636	--	black	--	--	dark green	absent	--	obovate	--	--	--	--	1/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	--	absent	--	--	--	--	--	3	--	--	0	--	1	--	2	1	1	1	1	1	5	1	1	2	1	1	1	1	1	2	1	3	3	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00395	TKI-407	CNS0047809	--	black	--	broad elliptic to circular	--	absent	--	obovate	--	--	--	--	1/3	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	--	absent	--	--	--	--	--	--	9	--	0	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	3	1	--	1	1	3	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	--	--	--	--	--	--	--
NGBLS00396	TKI-408	CNS0047880	--	black	--	--	--	--	--	obovate	--	--	--	--	1/3	medium round	--	--	very low	--	--	present	low	--	--	--	--	--	--	--	--	--	--	--	present	low	--	absent	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	--	1	1	3	1	1	2	1	1	1	--	1	1	1	1	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	9	9	5	9	9	9	5	3	--	--	--	--	--
NGBLS00397	TKI-409	CNS0047703	--	black	--	--	--	--	--	obovate	--	--	--	--	1/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	--	--	--	--	--	--	--	--	2	4	0	1	1	3	1	1	1	1	--	1	1	3	1	1	2	1	1	1	3	1	2	1	1	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00398	TKI-410	CNS0047856	--	black	--	broad elliptic to circular	--	absent	--	obovate	--	--	--	--	1/3	medium round	--	--	intermediate	localised	diffused and spotted	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	9	--	--	--	--	--	--	1	9	9	9	7	3	9	3	7	3	9	7	3	9	3	--	--	--	1	1	--	--	1	--	--	--	--	--	--	--	--	--	--	--	--	1	7	9	7	3	7	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00399	TKI-411	CNS0047866	--	black	--	broad elliptic to circular	medium green	absent	--	obovate	--	--	--	--	1/3	round	--	--	intermediate	localised	diffused and spotted	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	--	--	3	0	9	9	9	7	7	9	3	9	3	9	9	7	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	7	9	7	7	7	9	--	--	--	--	--	--	2	6	--	--	--	--	--
NGBLS00401	TKI-413	CNS0047923	--	black	--	--	--	--	--	obovate	--	--	--	--	1/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	--	--	--	--	--	--	--	--	1	--	1	1	1	1	1	1	2	1	1	1	1	--	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--
NGBLS00403	TKI-415	CNS0047523	--	black	--	broad elliptic to circular	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	3	4	0	--	3	8	7	--	3	5	7	4	8	6	--	--	--	6	--	5	--	7	4	7	6	--	--	--	--	--	--	--	--	7	7	9	9	1	1	9	7	1	1	3	--	--	--	--	--	--	2	4	--	--	--	--	--
NGBLS00404	TKI-416	CNS0047535	--	black	--	--	medium green	absent	--	spatulate	--	--	--	--	1/3	medium round	--	--	intermediate	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	7	--	--	--	--	--	--	1	--	--	9	8	5	9	3	9	7	9	7	9	--	7	9	7	7	7	9	6	3	8	1	--	--	--	--	--	--	9	9	9	--	3	1	3	3	7	3	3	3	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00405	TKI-417	CNS0047732	homogeneous	black	--	broad elliptic to circular	--	--	--	spatulate	--	--	--	--	1/3	medium round	--	--	low	localised	diffused and spotted	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	--	9	--	0	3	1	2	1	--	--	1	1	1	--	--	1	2	2	1	1	--	1	1	1	1	1	1	--	--	--	--	--	--	1	2	1	1	1	1	1	1	3	1	1	3	1	1	9	1	5	1	1	1	--	--	--	--	--
NGBLS00406	TKI-418	CNS0047828	heterogeneous	black	intermediate	broad elliptic to circular	--	absent	--	obovate	--	--	--	--	1/3	round	--	--	--	localised	spotted	present	--	--	--	--	--	--	--	--	--	--	--	--	present	--	yellow	absent	125	--	--	--	--	--	7	--	0	4	1	5	3	2	2	2	3	1	3	3	1	2	3	4	4	1	3	3	3	3	3	--	--	--	--	--	--	--	3	2	6	6	3	1	1	1	3	1	1	3	5	9	5	5	5	1	--	--	--	--	--	--	--
NGBLS00408	TKI-420	CNS0047752	--	black	--	broad elliptic to circular	--	absent	--	obovate	--	--	--	--	--	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	yellow	absent	--	--	--	--	--	--	1	--	--	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	--	--	--	--	--
